buggy_code,fixed_code
"ReactiveHelper.scheduleLast(runnable,""Multicast next step"")","ReactiveHelper.schedule(runnable,""Multicast next step"")"
"ReactiveHelper.scheduleLast(runnable,""Multicast next step"")","ReactiveHelper.schedule(runnable,""Multicast next step"")"
"ReactiveHelper.scheduleLast(() -> {   if (uow != null) {     uow.afterProcess(processor,exchange,callback,sync);   }   if (LOG.isTraceEnabled()) {     LOG.trace(""Exchange processed and is continued routed asynchronously for exchangeId: {} -> {}"",exchange.getExchangeId(),exchange);   } } ,""SharedCamelInternalProcessor - UnitOfWork - afterProcess - "" + processor + "" - ""+ exchange.getExchangeId())","ReactiveHelper.schedule(() -> {   if (uow != null) {     uow.afterProcess(processor,exchange,callback,sync);   }   if (LOG.isTraceEnabled()) {     LOG.trace(""Exchange processed and is continued routed asynchronously for exchangeId: {} -> {}"",exchange.getExchangeId(),exchange);   } } ,""SharedCamelInternalProcessor - UnitOfWork - afterProcess - "" + processor + "" - ""+ exchange.getExchangeId())"
"ReactiveHelper.scheduleLast(() -> {   if (uow != null) {     uow.afterProcess(processor,exchange,callback,sync);   }   if (LOG.isTraceEnabled()) {     LOG.trace(""Exchange processed and is continued routed asynchronously for exchangeId: {} -> {}"",exchange.getExchangeId(),exchange);   } } ,""SharedCamelInternalProcessor - UnitOfWork - afterProcess - "" + processor + "" - ""+ exchange.getExchangeId())","ReactiveHelper.schedule(() -> {   if (uow != null) {     uow.afterProcess(processor,exchange,callback,sync);   }   if (LOG.isTraceEnabled()) {     LOG.trace(""Exchange processed and is continued routed asynchronously for exchangeId: {} -> {}"",exchange.getExchangeId(),exchange);   } } ,""SharedCamelInternalProcessor - UnitOfWork - afterProcess - "" + processor + "" - ""+ exchange.getExchangeId())"
0,2
0,2
"LOG.debug(""Received ping --> {}"",payload)","log.debug(""Received ping --> {}"",payload)"
"LOG.debug(""Received ping --> {}"",payload)","log.debug(""Received ping --> {}"",payload)"
"context.startRoute(""consumer"")",context.start()
"context.startRoute(""consumer"")",context.start()
SchematronProcessorFactory.newScehamtronEngine(endpoint.getRules()),SchematronProcessorFactory.newSchematronEngine(endpoint.getRules())
SchematronProcessorFactory.newScehamtronEngine(endpoint.getRules()),SchematronProcessorFactory.newSchematronEngine(endpoint.getRules())
"assertEquals(7,LambdaOperations.values().length)","assertEquals(8,LambdaOperations.values().length)"
response.getHeader(Exchange.CONTENT_TYPE) != null,response.getHeader(Exchange.CONTENT_TYPE) != null && !cxfExchange.containsKey(org.apache.cxf.message.Message.CONTENT_TYPE)
1,1
2,2
classResolver.resolveClass(type),classResolver.resolveMandatoryClass(type)
classResolver.resolveClass(type),classResolver.resolveMandatoryClass(type)
1,1
offsetRepository != null,!endpoint.getConfiguration().isAllowManualCommit() && offsetRepository != null
0,16
"typeConverter.convertTo(XMLStreamReader.class,createNonXmlFilterReader(exchange,stream))","typeConverter.convertTo(XMLStreamReader.class,exchange,createNonXmlFilterReader(exchange,stream))"
"typeConverter.convertTo(XMLStreamReader.class,stream)","typeConverter.convertTo(XMLStreamReader.class,exchange,stream)"
"typeConverter.convertTo(XMLStreamReader.class,stream)","typeConverter.convertTo(XMLStreamReader.class,exchange,stream)"
assertThat(xml).isEqualTo(expectedContent),assertThat(xml).isEqualToIgnoringWhitespace(expectedContent)
assertThat(xml).isEqualTo(expectedContent),assertThat(xml).isEqualToIgnoringWhitespace(expectedContent)
camelContext.getExecutorServiceManager().shutdown(timeoutCheckerExecutorService),camelContext.getExecutorServiceManager().shutdownNow(timeoutCheckerExecutorService)
camelContext.getExecutorServiceManager().shutdown(timeoutCheckerExecutorService),camelContext.getExecutorServiceManager().shutdownNow(timeoutCheckerExecutorService)
camelContext.getExecutorServiceManager().shutdownNow(timeoutCheckerExecutorService),camelContext.getExecutorServiceManager().shutdown(timeoutCheckerExecutorService)
camelContext.getExecutorServiceManager().shutdownNow(timeoutCheckerExecutorService),camelContext.getExecutorServiceManager().shutdown(timeoutCheckerExecutorService)
testOffset=4875454l,testOffset=4875454L
"getCamelContext().getTypeConverter().convertTo(int.class,dataTimeout)","getCamelContext().getTypeConverter().convertTo(int.class,timeout)"
"getCamelContext().getTypeConverter().convertTo(int.class,dataTimeout)","getCamelContext().getTypeConverter().convertTo(int.class,timeout)"
"assertEquals(""One propagated header is expected."",5,headers.toArray().length)","assertEquals(""One propagated header is expected."",6,headers.toArray().length)"
watch.stop(),watch.taken()
watch.stop(),watch.taken()
entry != null,entry != null && !DropboxUploadMode.force.equals(mode)
entry != null,entry != null && !DropboxUploadMode.force.equals(mode)
camelContext.getComponent(component),"camelContext.getComponent(component,false)"
notifier.isIgnoreExchangeSentEvents(),notifier.isIgnoreExchangeSendingEvents()
notifier.isIgnoreExchangeSentEvents(),notifier.isIgnoreExchangeSendingEvents()
return false; ,return true; 
streamCachingStrategy.setSpoolThreshold(1l),streamCachingStrategy.setSpoolThreshold(1L)
new KafkaComponent(),new KafkaComponent(context)
2,18
"LOG.debug(""EOL(end-of-line) defined for the CSV: {}"",crlf)","LOG.debug(""EOL(end-of-line) defined for the CSV: {}"",eol)"
"assertEquals(mock.getExchanges().get(0).getIn().getHeader(ChronicleEngineConstants.MAP_EVENT_TYPE),ChronicleEngineMapEventType.INSERT)","assertEquals(ChronicleEngineMapEventType.INSERT,mock.getExchanges().get(0).getIn().getHeader(ChronicleEngineConstants.MAP_EVENT_TYPE))"
"assertEquals(mock.getExchanges().get(0).getIn().getBody(String.class),""val-1"")","assertEquals(""val-1"",mock.getExchanges().get(0).getIn().getBody(String.class))"
"assertEquals(mock.getExchanges().get(1).getIn().getHeader(ChronicleEngineConstants.MAP_EVENT_TYPE),ChronicleEngineMapEventType.REMOVE)","assertEquals(ChronicleEngineMapEventType.REMOVE,mock.getExchanges().get(1).getIn().getHeader(ChronicleEngineConstants.MAP_EVENT_TYPE))"
"assertEquals(mock.getExchanges().get(1).getIn().getHeader(ChronicleEngineConstants.OLD_VALUE),""val-2"")","assertEquals(""val-2"",mock.getExchanges().get(1).getIn().getHeader(ChronicleEngineConstants.OLD_VALUE))"
route.getOutputs().isEmpty(),route.getOutputs() == null || route.getOutputs().isEmpty()
"String retval=""""; ",StringBuilder retval=new StringBuilder(); 
ObjectHelper.isEmpty(configuration.getClusterService()),ObjectHelper.isNotEmpty(configuration.getClusterService())
ObjectHelper.isEmpty(configuration.getClusterService()),ObjectHelper.isNotEmpty(configuration.getClusterService())
clusterService != null,routeController != null
clusterService != null,routeController != null
exchange.getOut(),exchange.getIn()
exchange.getOut(),exchange.getIn()
resultEndpoint.assertIsNotSatisfied(),resultEndpoint.assertIsSatisfied()
resultEndpoint.assertIsNotSatisfied(),resultEndpoint.assertIsSatisfied()
1,17
1,17
12,28
group != null,"group != null && !""0"".equals(group)"
val=1,val=2
"mock.expectedHeaderReceived(CaffeineConstants.ACTION_HAS_RESULT,false)","mock.expectedHeaderReceived(CaffeineConstants.ACTION_HAS_RESULT,true)"
"LOG.trace(""Terminating gRPC server"")","LOG.debug(""Terminating gRPC server"")"
"LOG.trace(""Terminating gRPC server"")","LOG.debug(""Terminating gRPC server"")"
"LOG.info(""Building gRPC server on "" + configuration.getHost() + "":""+ configuration.getPort())","LOG.debug(""Building gRPC server on "" + configuration.getHost() + "":""+ configuration.getPort())"
"LOG.info(""Building gRPC server on "" + configuration.getHost() + "":""+ configuration.getPort())","LOG.debug(""Building gRPC server on "" + configuration.getHost() + "":""+ configuration.getPort())"
"LOG.info(""Building gRPC server on <any address>"" + "":"" + configuration.getPort())","LOG.debug(""Building gRPC server on <any address>"" + "":"" + configuration.getPort())"
"LOG.info(""Building gRPC server on <any address>"" + "":"" + configuration.getPort())","LOG.debug(""Building gRPC server on <any address>"" + "":"" + configuration.getPort())"
"LOG.info(""Getting synchronous method stub from channel"")","LOG.debug(""Getting synchronous method stub from channel"")"
"LOG.info(""Getting synchronous method stub from channel"")","LOG.debug(""Getting synchronous method stub from channel"")"
"LOG.info(""Getting asynchronous method stub from channel"")","LOG.debug(""Getting asynchronous method stub from channel"")"
"LOG.info(""Getting asynchronous method stub from channel"")","LOG.debug(""Getting asynchronous method stub from channel"")"
"LOG.trace(""Terminating channel to the remote gRPC server"")","LOG.debug(""Terminating channel to the remote gRPC server"")"
"LOG.trace(""Terminating channel to the remote gRPC server"")","LOG.debug(""Terminating channel to the remote gRPC server"")"
option.getType(),option.getJavaType()
option.getType(),option.getJavaType()
option.getType(),option.getJavaType()
option.getType(),option.getJavaType()
CONCURRENT_THREAD_COUNT=300,CONCURRENT_THREAD_COUNT=30
EmitterProcessor.create(1),"EmitterProcessor.create(1,false)"
Flux.create(camelSink::set),"Flux.create(camelSink::set,FluxSink.OverflowStrategy.IGNORE)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
"LOG.error(""OpenTracing: Failed to capture tracing data"",t)","LOG.warn(""OpenTracing: Failed to capture tracing data"",t)"
1,0
1,0
0,16
1,0
10,26
CamelCloudServiceCallConfiguration.class,CamelCloudServiceCallRoutesAutoConfiguration.class
CamelCloudServiceCallConfiguration.class,CamelCloudServiceCallRoutesAutoConfiguration.class
10,26
1,0
"assertResultExchange(result.getExchanges().get(0),false)","assertResultExchange(result.getExchanges().get(0),true)"
"oldModel.getVendorExtensions().get(""x-className"") == null","oldModel.getVendorExtensions().get(""x-className"") != null"
0,1
"assertEquals(9,rows.size())","assertEquals(10,rows.size())"
"assertEquals(15,rows.size())","assertEquals(16,rows.size())"
"assertEquals(2,data.size())","assertEquals(3,data.size())"
new DefaultAsyncHttpClient(),new DefaultAsyncHttpClient(config)
endpoint.setDataSource(ds),endpoint.setDataSource(target)
"Arrays.asList(""onContextStart"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onComponentAdd"",""onEndpointAdd"",""onComponentRemove"",""onContextStop"")","Arrays.asList(""onContextStart"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onComponentAdd"",""onEndpointAdd"",""onComponentRemove"",""onContextStop"")"
"assertEquals(9,set.size())","assertEquals(10,set.size())"
"assertEquals(8,set.size())","assertEquals(9,set.size())"
services=8,services=9
services=8,services=9
requestModels.entrySet(),responseModels.entrySet()
requestModels.entrySet(),responseModels.entrySet()
f.getAttrs().getMTime() * 1000,f.getAttrs().getMTime() * 1000L
"assertEquals(503,cause.getStatusCode())","assertEquals(504,cause.getStatusCode())"
queueView.get().get(index.longValue()),queueView.get().getExcerpt(index.longValue())
queueView.get().get(index.longValue()),queueView.get().getExcerpt(index.longValue())
HELSINKY{   @Override public ServiceNowProducer get(  ServiceNowEndpoint endpoint) throws Exception {     return new HelsinkiServiceNowProducer(endpoint);   } } ,HELSINKI{   @Override public ServiceNowProducer get(  ServiceNowEndpoint endpoint) throws Exception {     return new HelsinkiServiceNowProducer(endpoint);   } } 
ctx.alloc().heapBuffer(),ctx.alloc().buffer()
ctx.alloc().heapBuffer(),ctx.alloc().buffer()
"((ExchangeIdempotentRepository<String>)idempotentRepository).contains(exchange,messageId)","!((ExchangeIdempotentRepository<String>)idempotentRepository).contains(exchange,messageId)"
return true; ,return false; 
ActionsEnum.valueOf(action),AsteriskActionEnum.valueOf(action)
ActionsEnum.valueOf(action),AsteriskActionEnum.valueOf(action)
route.setDelay(5000),route.setDelay(6000)
route.setDelay(5),route.setDelay(5000)
delay=2,delay=5000
"dataFormatModel.setLabel(row.get(""description""))","dataFormatModel.setDescription(row.get(""description""))"
"dataFormatModel.setLabel(row.get(""description""))","dataFormatModel.setDescription(row.get(""description""))"
"new JCacheProducer(this,cacheCnfiguration)","new JCacheProducer(this,cacheConfiguration)"
propertiesComponent.isDefaultCreated(),propertiesComponent == null || propertiesComponent.isDefaultCreated()
aliases.size() > 0,aliases.size() > 1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
ChronicleEngineEnpoint.class,ChronicleEngineEndpoint.class
ChronicleEngineEnpoint.class,ChronicleEngineEndpoint.class
"new ChronicleEngineEnpoint(uri,this,configuration)","new ChronicleEngineEndpoint(uri,this,configuration)"
ChronicleEngineEnpoint endpoint,ChronicleEngineEndpoint endpoint
ChronicleEngineEnpoint endpoint=(ChronicleEngineEnpoint)getEndpoint(); ,ChronicleEngineEndpoint endpoint=(ChronicleEngineEndpoint)getEndpoint(); 
ChronicleEngineEnpoint endpoint,ChronicleEngineEndpoint endpoint
(ChronicleEngineEnpoint)getEndpoint(),(ChronicleEngineEndpoint)getEndpoint()
model.getModelName(),model.getName()
model.getModelName(),model.getName()
Vector<>,ArrayList<>
endpoint.getCamelContext().getClassResolver().resolveClass(endpoint.getConfiguration().getTargetModel()),endpoint.getCamelContext().getClassResolver().resolveMandatoryClass(endpoint.getConfiguration().getTargetModel())
endpoint.getCamelContext().getClassResolver().resolveClass(endpoint.getConfiguration().getTargetModel()),endpoint.getCamelContext().getClassResolver().resolveMandatoryClass(endpoint.getConfiguration().getTargetModel())
1,0
1,0
1,0
"KeyValueHolder<RouteContext,Processor>","KeyValueHolder<String,Processor>"
RouteContext key,String key
@UriParam,@UriPath
1,0
results.expectedMessageCount(2),results.expectedMessageCount(3)
"@UriParam(label=""producer"",defaultValue=""1"") private Integer requestRequiredAcks=1; ","@UriParam(label=""producer"",defaultValue=""1"") private String requestRequiredAcks=""1""; "
public Integer getRequestRequiredAcks(){   return requestRequiredAcks; } ,public String getRequestRequiredAcks(){   return requestRequiredAcks; } 
Integer requestRequiredAcks,String requestRequiredAcks
public Integer getRequestRequiredAcks(){   return configuration.getRequestRequiredAcks(); } ,public String getRequestRequiredAcks(){   return configuration.getRequestRequiredAcks(); } 
Integer requestRequiredAcks,String requestRequiredAcks
Mockito.any(),Mockito.any(ProducerRecord.class)
Mockito.any(),Mockito.any(ProducerRecord.class)
17,1
17,1
1,0
1,0
1,0
1,0
component.setMaxThreads(11),component.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
websocketComponent.setMaxThreads(11),websocketComponent.setMaxThreads(20)
new NotifyBuilder(context).whenDone(4),new NotifyBuilder(context).whenDone(2)
@UriPath,@UriParam
@UriPath,@UriParam
"@UriPath(label=""producer"",defaultValue=""true"")","@UriParam(label=""producer"",defaultValue=""true"")"
"@UriPath(label=""producer"",defaultValue=""true"")","@UriParam(label=""producer"",defaultValue=""true"")"
"@UriPath(label=""producer"",defaultValue=""true"")","@UriParam(label=""producer"",defaultValue=""true"")"
"dir.isDirectory() && !""target"".equals(dir.getName())","dir.isDirectory() && !""target"".equals(dir.getName()) && !dir.getName().startsWith(""."")"
before != after,before == after
0,2
1,0
1,0
0,1
1,0
1,0
configure(COMPONENT),"configure(COMPONENT,""cxf-jaxb"")"
"IntrospectionSupport.getProperties(configuration,params,null)","IntrospectionSupport.getProperties(configuration,params,null,false)"
0,1
0,1
0,1
0,1
0,1
request.getEntity().getMediaType().equals(MediaType.APPLICATION_WWW_FORM),"request.getEntity().getMediaType().equals(MediaType.APPLICATION_WWW_FORM,true)"
1,0
1,17
18,26
1,0
return false; ,return true; 
1,0
1,0
Thread.sleep(1000),Thread.sleep(2000)
"delegate.tokenize(token,regex)","delegate.tokenize(token,regex,group)"
"exchange.getContext().getTypeConverter().mandatoryConvertTo(InputStream.class,graph)","exchange.getContext().getTypeConverter().mandatoryConvertTo(InputStream.class,exchange,graph)"
"exchange.getContext().getTypeConverter().mandatoryConvertTo(InputStream.class,graph)","exchange.getContext().getTypeConverter().mandatoryConvertTo(InputStream.class,exchange,graph)"
"ProxyHelper.createProxy(endpoint,ISay.class)","ProxyHelper.createProxy(endpoint,false,ISay.class)"
"AdviceWithTasks.removeByToString(route,toString,selectLast,selectFirst,selectFrom,selectTo,maxDeep)","AdviceWithTasks.removeByToString(route,toString,selectFirst,selectLast,selectFrom,selectTo,maxDeep)"
"AdviceWithTasks.beforeByToString(route,toString,answer,selectLast,selectFirst,selectFrom,selectTo,maxDeep)","AdviceWithTasks.beforeByToString(route,toString,answer,selectFirst,selectLast,selectFrom,selectTo,maxDeep)"
"AdviceWithTasks.afterByToString(route,toString,answer,selectLast,selectFirst,selectFrom,selectTo,maxDeep)","AdviceWithTasks.afterByToString(route,toString,answer,selectFirst,selectLast,selectFrom,selectTo,maxDeep)"
"AdviceWithTasks.removeByType(route,type,selectFirst,selectFirst,selectFrom,selectTo,maxDeep)","AdviceWithTasks.removeByType(route,type,selectFirst,selectLast,selectFrom,selectTo,maxDeep)"
new ZipAggregationStrategy(true),"new ZipAggregationStrategy(true,true)"
Exception e,Throwable e
Exception e,Throwable e
Exception e,Throwable e
1,17
100 * 1000,10 * 1000
"from(""direct:b"").delay(3000)","from(""direct:b"").delay(4000)"
9,1
9,1
getEndpoint().getConfig().getIndexName(),getEndpoint().getConfig().getIndexType()
getEndpoint().getConfig().getIndexName(),getEndpoint().getConfig().getIndexType()
"exchange.addRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + currentToken)","exchange.setRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + currentToken)"
"exchange.addRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + currentToken)","exchange.setRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + currentToken)"
"exchange.addRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + accessToken)","exchange.setRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + accessToken)"
"exchange.addRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + accessToken)","exchange.setRequestHeader(HttpHeaders.AUTHORIZATION,""OAuth "" + accessToken)"
EndpointOption that=(EndpointOption)o; ,ComponentOption that=(ComponentOption)o; 
resultEndpoint.expectedMessageCount(2),resultEndpoint.expectedMinimumMessageCount(2)
resultEndpoint.expectedMessageCount(2),resultEndpoint.expectedMinimumMessageCount(2)
System.currentTimeMillis() - start + 200,System.currentTimeMillis() - start + 750
oldestInflightEntry != null,oldestInflightEntry == null
new InputStreamReader(in),"new InputStreamReader(in,""UTF-8"")"
new InputStreamReader(in),"new InputStreamReader(in,""UTF-8"")"
"combine(getDefaultCamelKarafOptions(),provision(TinyBundles.bundle().add(""META-INF/persistence.xml"",BlobStoreBlueprintRouteTest.class.getResource(""/META-INF/persistence.xml"")).add(""OSGI-INF/blueprint/test.xml"",BlobStoreBlueprintRouteTest.class.getResource(""blueprintCamelContext.xml"")).set(Constants.BUNDLE_SYMBOLICNAME,""CamelBlueprintJcloudsTestBundle"").set(Constants.DYNAMICIMPORT_PACKAGE,""*"").set(""Meta-Persistence"",""META-INF/persistence.xml"").build()),bundle(TinyBundles.bundle().add(""OSGI-INF/blueprint/test.xml"",BlobStoreBlueprintRouteTest.class.getResource(""blueprintBlobStoreService.xml"")).set(Constants.BUNDLE_SYMBOLICNAME,""org.apache.camel.jclouds.blobstore.service"").set(Constants.BUNDLE_VERSION,""1.0.0"").set(Constants.DYNAMICIMPORT_PACKAGE,""*"").build()).start(),loadCamelFeatures(""camel-blueprint"",""camel-jclouds""),workingDirectory(""target/paxrunner/""),felix())","combine(getDefaultCamelKarafOptions(),provision(TinyBundles.bundle().add(""META-INF/persistence.xml"",BlobStoreBlueprintRouteTest.class.getResource(""/META-INF/persistence.xml"")).add(""OSGI-INF/blueprint/test.xml"",BlobStoreBlueprintRouteTest.class.getResource(""blueprintCamelContext.xml"")).set(Constants.BUNDLE_SYMBOLICNAME,""CamelBlueprintJcloudsTestBundle"").set(Constants.DYNAMICIMPORT_PACKAGE,""*"").set(""Meta-Persistence"",""META-INF/persistence.xml"").build()),bundle(TinyBundles.bundle().add(""OSGI-INF/blueprint/test.xml"",BlobStoreBlueprintRouteTest.class.getResource(""blueprintBlobStoreService.xml"")).set(Constants.BUNDLE_SYMBOLICNAME,""org.apache.camel.jclouds.blobstore.service"").set(Constants.BUNDLE_VERSION,""1.0.0"").set(Constants.DYNAMICIMPORT_PACKAGE,""*"").build()).start(),loadCamelFeatures(""camel-blueprint"",""camel-jclouds""),workingDirectory(""target/paxrunner/""))"
channel.close(),channel.disconnect()
channel.close(),channel.disconnect()
10,2
10,26
10,26
"new ResultSetIterator(generatedKeys,getEndpoint().isUseJDBC4ColumnNameAndLabelSemantics())","new ResultSetIterator(conn,generatedKeys,getEndpoint().isUseJDBC4ColumnNameAndLabelSemantics())"
"new ResultSetIterator(rs,getEndpoint().isUseJDBC4ColumnNameAndLabelSemantics())","new ResultSetIterator(conn,rs,getEndpoint().isUseJDBC4ColumnNameAndLabelSemantics())"
acceptor.getFilterChain(),connector.getFilterChain()
acceptor.getFilterChain(),connector.getFilterChain()
onCompletions != null,unitOfWork != null && onCompletions != null
dbCol.findOne(),dbCol.findOne(filter)
0,16
"assertEquals(6,data.size())","assertEquals(8,data.size())"
QuartzEndpoint.class,QuartzHelper.class
1,33
"headerFilterStrategy.applyFilterToCamelHeaders(entry.getKey(),entry.getValue(),camelExchange)","headerFilterStrategy.applyFilterToExternalHeaders(entry.getKey(),entry.getValue(),camelExchange)"
"headerFilterStrategy.applyFilterToCamelHeaders(entry.getKey(),entry.getValue(),camelExchange)","headerFilterStrategy.applyFilterToExternalHeaders(entry.getKey(),entry.getValue(),camelExchange)"
2,18
"complete.expectedBodiesReceived(""finish"",""stop"",""faulted"",""except"")","complete.expectedBodiesReceivedInAnyOrder(""finish"",""stop"",""faulted"",""except"")"
"complete.expectedBodiesReceived(""finish"",""stop"",""faulted"",""except"")","complete.expectedBodiesReceivedInAnyOrder(""finish"",""stop"",""faulted"",""except"")"
this.traceHandlers.add(traceHandler),this.traceHandlers.remove(traceHandler)
this.traceHandlers.add(traceHandler),this.traceHandlers.remove(traceHandler)
Character.toLowerCase(ch),Character.toUpperCase(ch)
Character.toLowerCase(ch),Character.toUpperCase(ch)
Character.toLowerCase(ch),Character.toUpperCase(ch)
Character.toLowerCase(ch),Character.toUpperCase(ch)
body[0][0][0],body[0][0][1]
1,0
lastUpdate.after(updated),lastUpdate.after(updated) || lastUpdate.equals(updated)
"ApiConsumerHelper.findMethod(endpoint,this,log)","ApiConsumerHelper.findMethod(endpoint,this)"
this.alphabet,this.dataCoding
10,2
i < uri.length() - 2,i <= uri.length() - 2
endpoint.getConnectionFactory(),endpoint.getOrCreateConnectionFactory()
endpoint.getConnectionFactory(),endpoint.getOrCreateConnectionFactory()
AvailablePortFinder.getNextAvailable(),AvailablePortFinder.getNextAvailable(3000)
AvailablePortFinder.getNextAvailable(),AvailablePortFinder.getNextAvailable(4000)
"mock.expectedBodiesReceived(""B+END"",""A+END"")","mock.expectedBodiesReceivedInAnyOrder(""B+END"",""A+END"")"
"mock.expectedBodiesReceived(""B+END"",""A+END"")","mock.expectedBodiesReceivedInAnyOrder(""B+END"",""A+END"")"
mock.setMinimumResultWaitTime(1900),mock.setMinimumResultWaitTime(1500)
mock.setMinimumResultWaitTime(1900),mock.setMinimumResultWaitTime(1500)
"createMessageConsumer(session,destinationName,null,false,null,true)","createMessageConsumer(session,destinationName,null,false,null)"
"createMessageConsumer(session,destinationName,messageSelector,false,null,true)","createMessageConsumer(session,destinationName,messageSelector,false,null)"
"createMessageConsumer(session,destinationName,messageSelector,true,null,true)","createMessageConsumer(session,destinationName,messageSelector,true,null)"
"createMessageConsumer(session,destinationName,messageSelector,topic,durableSubscriptionId,true)","createMessageConsumer(session,destinationName,messageSelector,topic,durableSubscriptionId,false)"
encoding=options.get(ELEMENT_NAME),elementName=options.get(ELEMENT_NAME)
elementName=options.get(ARRAY_NAME),arrayName=options.get(ARRAY_NAME)
mail.getClass().getName(),mail.getClass().getSimpleName()
mail.getClass().getName(),mail.getClass().getSimpleName()
"timeoutLatch.await(1200,TimeUnit.MILLISECONDS)","timeoutLatch.await(2500,TimeUnit.MILLISECONDS)"
"completionLatch.await(1200,TimeUnit.MILLISECONDS)","completionLatch.await(2500,TimeUnit.MILLISECONDS)"
"expression.indexOf(""${"") >= 0","""simple"".equalsIgnoreCase(language) && expression.indexOf(""${"") >= 0"
"LOG.info(""Finding all components using class resolver: {} -> {}"",new Object[]{resolver})","LOG.debug(""Finding all components using class resolver: {} -> {}"",new Object[]{resolver})"
"LOG.info(""Finding all components using class resolver: {} -> {}"",new Object[]{resolver})","LOG.debug(""Finding all components using class resolver: {} -> {}"",new Object[]{resolver})"
"LOG.info(""Finding components in url: {}"",url)","LOG.trace(""Finding components in url: {}"",url)"
"LOG.info(""Finding components in url: {}"",url)","LOG.trace(""Finding components in url: {}"",url)"
!isXop,isXop
headerRow != null,footerRow != null
headerRow != null,footerRow != null
"IntrospectionSupport.setProperties(config,componentProperties,null)","IntrospectionSupport.setProperties(config,componentProperties)"
loader.loadClass(name),"ObjectHelper.loadClass(name,loader)"
nodeId.equals(message.getToNode()),nodeId.equals(message.getToNode()) || nodeId.equals(message.getRouteId())
stopWatch.taken() < 100,stopWatch.taken() < 1000
mock.expectedMessageCount(1),mock.expectedMessageCount(3)
"new CamelExchangeException(""JettyClient failed with state "" + exchangeState,exchange)","new CamelExchangeException(""JettyClient failed with state "" + exchangeState,exchange,exchange.getException())"
consumer.endpoint.isAutoAck(),!consumer.endpoint.isAutoAck()
"HashMap<Object,AggregationStrategy>","ConcurrentHashMap<Object,AggregationStrategy>"
"HashMap<Object,AggregationStrategy>","ConcurrentHashMap<Object,AggregationStrategy>"
size=500,size=10
hotDrinkDelay=500,hotDrinkDelay=300
simple.getFromSentDate(),simple.getToSentDate()
simple.getFromSentDate(),simple.getToSentDate()
simple.getFromSentDate(),simple.getFromReceivedDate()
simple.getFromSentDate(),simple.getFromReceivedDate()
simple.getFromSentDate(),simple.getToReceivedDate()
simple.getFromSentDate(),simple.getToReceivedDate()
timeout=3000,timeout=30000
DataFormat.PAYLOAD == message.get(DataFormat.class),DataFormat.PAYLOAD == message.get(DataFormat.class) && params[0] instanceof CxfPayload
2,18
"LOG.debug(""Created new Configuration {}"")","LOG.debug(""Created new Configuration {}"",configuration)"
25,0
1,0
1,0
(Long)123l,(Long)123L
(Long)123l,(Long)123L
Thread.sleep(500),Thread.sleep(800)
Thread.sleep(500),Thread.sleep(800)
